course_id;course_title;url;is_paid;price;num_subscribers;num_reviews;num_lectures;level;content_duration;published_timestamp;subject
1070968;SEIS PENTA CITY BALIKPAPAN UPPER GROUND NO.UG-56 JL. JENDRAL SUDIRMAN, KOMPLEK BALIKPAPAN SUPER BLOK;https://www.udemy.com/ultimate-investment-banking-course/;TRUE;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;SEIS PENTA CITY BALIKPAPAN
1070968;optik seis penta city balikpapan    upper ground no.ug-56 jl. jendral sudirman, komplek balikpapan super blok;https://www.udemy.com/ultimate-investment-banking-course/;TRUE;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;SEIS PENTA CITY BALIKPAPAN
1070968;SEIS E-WALK BALIKPAPAN UPPER GROUND NO. 39 JL.  JENDRAL SUDIRMAN KOMPLEK BALIKPAPAN SUPER BLOK;https://www.udemy.com/ultimate-investment-banking-course/;TRUE;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;SEIS E-WALK BALIKPAPAN
1070968;optik seis e-walk balikpapan upper ground no. 39 jl.  jendral sudirman komplek balikpapan super blok;https://www.udemy.com/ultimate-investment-banking-course/;TRUE;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;SEIS E-WALK BALIKPAPAN
1070968;OPTIK SEIS E-WALK BALIKPAPAN UPPER GROUND NO. 39 JL.  JENDRAL SUDIRMAN KOMPLEK BALIKPAPAN SUPER BLOK;https://www.udemy.com/ultimate-investment-banking-course/;TRUE;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;SEIS E-WALK BALIKPAPAN
1070968;OPTIK SEIS PENTA CITY BALIKPAPAN UPPER GROUND NO.UG-56 JL. JENDRAL SUDIRMAN, KOMPLEK BALIKPAPAN SUPER BLOK;https://www.udemy.com/ultimate-investment-banking-course/;TRUE;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;SEIS PENTA CITY BALIKPAPAN
1070968;Bali Jimbaran Jl. Raya Kampus Unud No.52, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia;Jl. Raya Kampus Unud No.52, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia;Bali Jimbaran Jl. Raya Kampus Unud No.52, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Bali Jimbaran
1070968;RS. Bali Jimbaran Jl. Kampus Unud Ling. Perarudan, Jimbaran , Kec. Kuta Selatan, Kab. Badung, Bali;Jl. Kampus Unud Ling. Perarudan, Jimbaran , Kec. Kuta Selatan, Kab. Badung, Bali;RS. Bali Jimbaran Jl. Kampus Unud Ling. Perarudan, Jimbaran , Kec. Kuta Selatan, Kab. Badung, Bali;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Bali Jimbaran
1070968;RS. BALI JIMBARAN JL. KAMPUS UNUD LING. PERARUDAN, JIMBARAN , KEC. KUTA SELATAN, KAB. BADUNG, BALI;JL. KAMPUS UNUD LING. PERARUDAN, JIMBARAN , KEC. KUTA SELATAN, KAB. BADUNG, BALI;RS. BALI JIMBARAN JL. KAMPUS UNUD LING. PERARUDAN, JIMBARAN , KEC. KUTA SELATAN, KAB. BADUNG, BALI;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Bali Jimbaran
1070968;Kimia Farma 236 Perumahan Taman Griya, Jl. Danau Batur Raya No.1C, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80362, Indonesia;Perumahan Taman Griya, Jl. Danau Batur Raya No.1C, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80362, Indonesia;Kimia Farma 236 Perumahan Taman Griya, Jl. Danau Batur Raya No.1C, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80362, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kimia Farma 236
